,Book_Name,Publishing_Year,Author,gross_sales,publisher_revenue,sale_price,Publisher_,units_sold,Master_Genre,Master_Sub_Genre,Trope_1,Trope_2,Trope_3,Trope_4,Trope_5,Trope_6,Trope_7,Trope_8
375,THE HERO OF AGES,2008.0,BRANDON SANDERSON,5826.64,3495.984,4.21,AMAZON DIGITAL SERVICES   INC ,1384,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,MAGIC,YOUNG ADULT,ADVENTURE,AUDIOBOOK
376,CONGO,1980.0,MICHAEL CRICHTON,5696.85,3418.11,6.99,RANDOM HOUSE LLC,815,FICTION,MYSTERY,ADVENTURE,SCIENCE FICTION,THRILLER,HORROR,SUSPENSE,AFRICA,MYSTERY THRILLER,
377,ROSEMARY S BABY,1967.0,IRA LEVIN,588.82,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,34776,FICTION,MYSTERY,FANTASY,HORROR,CLASSICS,THRILLER,PARANORMAL,SUPERNATURAL,SUSPENSE,AUDIOBOOK
378,WHAT THE DOG SAW AND OTHER ADVENTURES,2009.0,MALCOLM GLADWELL,876.66,525.996,7.69,RANDOM HOUSE LLC,2916,NONFICTION,SELFHELP,PSYCHOLOGY,BUSINESS,ESSAYS,SOCIOLOGY,SCIENCE,ECONOMICS,SOCIALSCIENCE,AUDIOBOOK
379,THE REPTILE ROOM,1999.0,LEMONY SNICKET  BRETT HELQUIST,1202.59,721.554,4.99,SIMON AND SCHUSTER DIGITAL SALES INC,241,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,MYSTERY,ADVENTURE,HUMOR,JUVENILE,AUDIOBOOK
380,SPECIALS,2006.0,SCOTT WESTERFELD,1124.24,674.544,2.99,AMAZON DIGITAL SERVICES   INC ,376,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,TEEN,ADVENTURE,POSTAPOCALYPTIC,FUTURISTIC
381,TELL THE WOLVES I M HOME,2012.0,CAROL RIFKA BRUNT,340.29,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,4617,FICTION,HISTORICAL,ADULT,YOUNG ADULT,CONTEMPORARY,COMING OF AGE,LGBT,REALISTIC,BOOKCLUB,
382,THE ANGEL EXPERIMENT,2005.0,JAMES PATTERSON,1949.31,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,1969,FICTION,MYSTERY,FANTASY,YOUNG ADULT,SCIENCE FICTION,ADVENTURE,PARANORMAL,ACTION,TEEN,URBAN
383,PLAIN TRUTH,2000.0,JODI PICOULT,1188.0,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,1200,FICTION,MYSTERY,ADULT,CONTEMPORARY,CHICKLIT,AMISH,DRAMA,CRIME,REALISTIC,
384,THE THRONE OF FIRE,2011.0,RICK RIORDAN,2067.36,1240.416,9.44,AMAZON DIGITAL SERVICES   INC ,5913,FICTION,CHILDRENS,FANTASY,MYTHOLOGY,YOUNG ADULT,MIDDLE GRADE,ADVENTURE,MAGIC,URBAN,
385,PREY,2002.0,MICHAEL CRICHTON,1850.7,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,930,FICTION,MYSTERY,NOVELS,SCIENCE FICTION,THRILLER,HORROR,SUSPENSE,ADVENTURE,,AUDIOBOOK
386,GOLDEN SON,2015.0,PIERCE BROWN,112.86,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,SCIENCE FICTION,ADULT,FANTASY,DYSTOPIA,YOUNG ADULT,ADVENTURE,SPACE,,AUDIOBOOK
387,THE ISLAND OF DR  MOREAU,1896.0,H G  WELLS,640.93,0.0,5.99,AMAZON DIGITAL SERVICES   INC ,107,FICTION,HORROR,FANTASY,CLASSICS,SCIENCE FICTION,LITERATURE,19TH CENTURY,NOVELS,,AUDIOBOOK
388,SUZANNE S DIARY FOR NICHOLAS,2001.0,JAMES PATTERSON,3717.55,2230.53,4.99,RANDOM HOUSE LLC,745,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,MYSTERY,DRAMA,LOVE,,
389,THIS PRESENT DARKNESS,1986.0,FRANK E  PERETTI,352.82,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,36504,FICTION,FANTASY,FANTASY,CHRISTIANFICTION,CHRISTIAN,THRILLER,RELIGION,SPIRITUALITY,FAITH,CHRISTIANITY
390,THE GOLEM AND THE JINNI,2013.0,HELENE WECKER,438.9,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,4320,FICTION,HISTORICAL,ADULT,FANTASY,MAGICAL REALISM,URBAN,MYTHOLOGY,MAGIC,,AUDIOBOOK
391,MURDER AT THE VICARAGE,1930.0,AGATHA CHRISTIE,669.24,401.544,4.29,HARPERCOLLINS PUBLISHING,4212,FICTION,MYSTERY,CLASSICS,CRIME,MYSTERY THRILLER,DETECTIVE,COZYMYSTERY,BRITISH LITERATURE,THRILLER,AUDIOBOOK
392,THE MERMAID CHAIR,2004.0,SUE MONK KIDD,322.92,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,108,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,NOVELS,BOOKCLUB,WOMENS,RELATIONSHIPS,
393,GOOD TO GREAT  WHY SOME COMPANIES MAKE THE LEAP    AND OTHERS DON T,2001.0,JAMES C  COLLINS,1032.93,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,5589,NONFICTION,SELFHELP,BUSINESS,LEADERSHIP,BUISNESS,MANAGEMENT,ENTREPRENEURSHIP,PERSONALDEVELOPMENT,FINANCE,AUDIOBOOK
394,THE TAMING OF THE SHREW,1593.0,WILLIAM SHAKESPEARE,2726.1,1635.66,6.99,HACHETTE BOOK GROUP,390,FICTION,ROMANCE,CLASSICS,PLAYS,DRAMA,SCHOOL,THEATRE,LITERATURE,POETRY,COMEDY
395,MAGICIAN,1982.0,RAYMOND E  FEIST,815.14,489.084,7.69,RANDOM HOUSE LLC,106,FICTION,CHILDRENS,FANTASY,EPICFANTASY,HIGH,MAGIC,SCIENCE FICTION,ADVENTURE,YOUNG ADULT,EPIC
396,BLANKETS,2003.0,CRAIG THOMPSON,343.85,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,2943,FICTION,ROMANCE,YOUNG ADULT,GRAPHICNOVELS,COMICS,GRAPHICNOVELSCOMICS,COMING OF AGE,CONTEMPORARY,RELIGION,COMICBOOK
397,FALLING UP,1996.0,SHEL SILVERSTEIN,366.3,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,370,FICTION,CHILDRENS,YOUNG ADULT,POETRY,HUMOR,CLASSICS,PICTURE BOOKS,MIDDLE GRADE,JUVENILE,COMEDY
398,WINTER,2015.0,MARISSA MEYER,397.86,0.0,3.49,AMAZON DIGITAL SERVICES   INC ,2889,FICTION,ROMANCE,FANTASY,YOUNG ADULT,SCIENCE FICTION,RETELLINGS,DYSTOPIA,FAIRYTALES,ADVENTURE,AUDIOBOOK
399,THE MONSTER AT THE END OF THIS BOOK,1971.0,JON STONE  MICHAEL J  SMOLLIN,340.29,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,4617,FICTION,CHILDRENS,FANTASY,PICTURE BOOKS,HUMOR,CLASSICS,MONSTERS,STORYTIME,KIDS,JUVENILE
400,QUIDDITCH THROUGH THE AGES,2001.0,KENNILWORTHY WHISP  J K  ROWLING,114.84,68.904,0.99,RANDOM HOUSE LLC,31320,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MAGIC,MIDDLE GRADE,SHORT STORIES,SCIENCE FICTION,,AUDIOBOOK
401,WE WERE THE MULVANEYS,1996.0,JOYCE CAROL OATES,1395.15,837.09,10.65,HACHETTE BOOK GROUP,49680,FICTION,LITERARY FICTION,ADULT,CONTEMPORARY,CLASSICS,NOVELS,FAMILY,LITERATURE,DRAMA,
402,ABRAHAM LINCOLN  VAMPIRE HUNTER,2010.0,SETH GRAHAME SMITH,344.52,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,348,FICTION,HORROR,FANTASY,HISTORICAL,VAMPIRES,PARANORMAL,SUPERNATURAL,ALTERNATEHISTORY,HUMOR,
403,HEART SHAPED BOX,2007.0,JOE HILL,331.89,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4400,FICTION,MYSTERY,ADULT,HORROR,THRILLER,PARANORMAL,GHOSTS,FANTASY,SUPERNATURAL,AUDIOBOOK
404,ROSE MADDER,1995.0,STEPHEN KING,222.88,133.728,1.99,SIMON AND SCHUSTER DIGITAL SALES INC,4400,FICTION,MYSTERY,ADULT,HORROR,THRILLER,FANTASY,SUSPENSE,SUPERNATURAL,PARANORMAL,AUDIOBOOK
405,THE BONE COLLECTOR,1997.0,JEFFERY DEAVER,5253.22,3151.932,10.99,RANDOM HOUSE LLC,478,FICTION,MYSTERY,ADULT,THRILLER,CRIME,MYSTERY THRILLER,SUSPENSE,DETECTIVE,HORROR,MURDERMYSTERY
406,THE DUFF  DESIGNATED UGLY FAT FRIEND,2010.0,KODY KEPLINGER,1181.04,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,296,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,CHICKLIT,HIGHSCHOOL,REALISTIC,TEEN,,
407,STEELHEART,2013.0,BRANDON SANDERSON,1243.06,745.836,6.83,PENGUIN GROUP  USA  LLC,4914,FICTION,SCIENCE FICTION,FANTASY,YOUNG ADULT,DYSTOPIA,URBAN,SUPERHEROES,ADVENTURE,,AUDIOBOOK
408,WOOL OMNIBUS,2012.0,HUGH HOWEY,2250.49,1350.294,4.99,PENGUIN GROUP  USA  LLC,451,FICTION,SCIENCE FICTION,FANTASY,DYSTOPIA,POSTAPOCALYPTIC,APOCALYPTIC,SPECULATIVEFICTION,YOUNG ADULT,,AUDIOBOOK
409,POSTSECRET  EXTRAORDINARY CONFESSIONS FROM ORDINARY LIVES,2005.0,FRANK WARREN,107.91,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,4280,NONFICTION,BIOGRAPHY,ADULT,ART,HUMOR,MEMOIR,PSYCHOLOGY,SELFHELP,SOCIOLOGY,INSPIRATIONAL
410,CHRISTINE,1983.0,STEPHEN KING  MARIE MILPOIS,1766.16,1059.696,0.99,AMAZON DIGITAL SERVICES   INC ,1784,FICTION,MYSTERY,ADULT,HORROR,THRILLER,FANTASY,SUPERNATURAL,PARANORMAL,SUSPENSE,AUDIOBOOK
411,A COURT OF THORNS AND ROSES,2015.0,SARAH J  MAAS,3650.19,2190.114,12.99,AMAZON DIGITAL SERVICES   INC ,281,FICTION,ROMANCE,FANTASY,YOUNG ADULT,NEWADULT,FAE,RETELLINGS,MAGIC,FANTASYROMANCE,
412,THE TESTAMENT,1999.0,JOHN GRISHAM,778.44,467.064,4.99,RANDOM HOUSE LLC,4212,FICTION,MYSTERY,NOVELS,THRILLER,LEGALTHRILLER,SUSPENSE,CRIME,MYSTERY THRILLER,LAW,ADVENTURE
413,THE SECRET KEEPER,2012.0,KATE MORTON,332.33,199.398,1.99,HARPERCOLLINS PUBLISHERS,4509,FICTION,ROMANCE,ADULT,HISTORICAL,MYSTERY,BOOKCLUB,BRITISH LITERATURE,,,AUDIOBOOK
414,THE ART OF FIELDING,2011.0,CHAD HARBACH,324.37,194.622,1.99,AMAZON DIGITAL SERVICES   INC ,4401,FICTION,LITERARY FICTION,ADULT,SPORTS,BASEBALL,CONTEMPORARY,NOVELS,COMING OF AGE,LITERATURE,AUDIOBOOK
415,LIRAEL,2001.0,GARTH NIX,876.66,525.996,7.69,PENGUIN GROUP  USA  LLC,2889,FICTION,SCIENCE FICTION,FANTASY,YOUNG ADULT,MAGIC,HIGH,ADVENTURE,TEEN,,AUDIOBOOK
416,PRODIGY,2013.0,MARIE LU,1524.9,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,510,FICTION,ROMANCE,FANTASY,DYSTOPIA,YOUNG ADULT,SCIENCE FICTION,ADVENTURE,TEEN,ACTION,AUDIOBOOK
417,BLOODLINES,2011.0,RICHELLE MEAD,413.82,248.292,0.99,MACMILLAN,418,FICTION,ROMANCE,FANTASY,YOUNG ADULT,VAMPIRES,PARANORMAL,URBAN,MAGIC,SUPERNATURAL,
418,A COURT OF MIST AND FURY,2016.0,SARAH J  MAAS,1158.84,695.304,9.99,SIMON AND SCHUSTER DIGITAL SALES INC,28512,FICTION,ROMANCE,FANTASY,YOUNG ADULT,NEWADULT,FAE,MAGIC,FANTASYROMANCE,HIGH,
419,THE MEMOIRS OF SHERLOCK HOLMES,1894.0,ARTHUR CONAN DOYLE,1230.9,738.54,11.19,HARPERCOLLINS PUBLISHERS,4320,FICTION,MYSTERY,HISTORICAL,CLASSICS,SHORT STORIES,CRIME,DETECTIVE,MYSTERY THRILLER,19TH CENTURY,AUDIOBOOK
420,THE RUINS OF GORLAN,2004.0,JOHN FLANAGAN,824.82,494.892,6.99,RANDOM HOUSE LLC,34992,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,ADVENTURE,MIDDLE GRADE,HIGH,TEEN,ACTION,
421,TRULY MADLY GUILTY,2016.0,LIANE MORIARTY,162.36,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,4428,FICTION,MYSTERY,ADULT,CONTEMPORARY,CHICKLIT,AUSTRALIA,THRILLER,MYSTERY THRILLER,,AUDIOBOOK
422,A STOLEN LIFE,2011.0,JAYCEE DUGARD,558.6,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,57240,NONFICTION,BIOGRAPHY,ADULT,MEMOIR,TRUE CRIME,AUTOBIOGRAPHY,CRIME,BIOGRAPHYMEMOIR,ABUSE,AUDIOBOOK
423,THE CIRCLE,2013.0,DAVE EGGERS,3872.6,2323.56,11.39,PENGUIN GROUP  USA  LLC,340,FICTION,SCIENCE FICTION,ADULT,DYSTOPIA,CONTEMPORARY,NOVELS,THRILLER,TECHNOLOGY,,AUDIOBOOK
424,BUD  NOT BUDDY,1999.0,CHRISTOPHER PAUL CURTIS,431.66,258.996,3.82,AMAZON DIGITAL SERVICES   INC ,2889,FICTION,CHILDRENS,YOUNG ADULT,HISTORICAL,MIDDLE GRADE,SCHOOL,CLASSICS,REALISTIC,AFRICANAMERICAN,
425,TORMENT,2010.0,LAUREN KATE,5705.7,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,1430,FICTION,ROMANCE,FANTASY,YOUNG ADULT,ANGELS,PARANORMAL,SUPERNATURAL,URBAN,,
426,THE UNDERGROUND RAILROAD,2016.0,COLSON WHITEHEAD,538.92,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,108,FICTION,LITERARY FICTION,ADULT,HISTORICAL,RACE,AFRICANAMERICAN,NOVELS,,,AUDIOBOOK
427,CROWN OF MIDNIGHT,2013.0,SARAH J  MAAS,426.69,256.014,0.99,AMAZON DIGITAL SERVICES   INC ,431,FICTION,ROMANCE,FANTASY,YOUNG ADULT,MAGIC,HIGH,FAE,NEWADULT,ADVENTURE,
428,WARM BODIES,2010.0,ISAAC MARION,486.78,292.068,3.99,AMAZON DIGITAL SERVICES   INC ,43848,FICTION,ROMANCE,FANTASY,ZOMBIES,YOUNG ADULT,HORROR,DYSTOPIA,PARANORMAL,SCIENCE FICTION,POSTAPOCALYPTIC
429,THE RAINMAKER,1995.0,JOHN GRISHAM,12040.93,0.0,7.99,AMAZON DIGITAL SERVICES   INC ,1507,FICTION,MYSTERY,ADULT,THRILLER,LEGALTHRILLER,CRIME,SUSPENSE,MYSTERY THRILLER,LAW,NOVELS
430,GABRIEL S RAPTURE,2012.0,SYLVAIN REYNARD,530.67,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,51624,FICTION,ROMANCE,ADULT,CONTEMPORARY,EROTICA,NEWADULT,COLLEGE,EROTICROMANCE,CHICKLIT,
431,THE AUSTERE ACADEMY,2000.0,LEMONY SNICKET  BRETT HELQUIST,116.82,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,36288,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,MYSTERY,ADVENTURE,HUMOR,JUVENILE,AUDIOBOOK
432,MR  PENUMBRA S 24 HOUR BOOKSTORE,2012.0,ROBIN SLOAN,1719.85,1031.91,6.49,HACHETTE BOOK GROUP,265,FICTION,MYSTERY,ADULT,FANTASY,BOOKSABOUTBOOKS,CONTEMPORARY,MAGICAL REALISM,ADVENTURE,,AUDIOBOOK
433,THE RESCUE,2000.0,NICHOLAS SPARKS,8569.34,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,2866,FICTION,MYSTERY,THRILLER,ACTION,MYSTERY THRILLER,AMAZON,ESPIONAGE,CRIME,SUSPENSE,AUDIOBOOK
434,FLIPPED,2001.0,WENDELIN VAN DRAANEN,109.89,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,4360,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,REALISTIC,MIDDLE GRADE,CHILDRENS,COMING OF AGE,TEEN,HUMOR
435,CITY OF THIEVES,2008.0,DAVID BENIOFF,232.83,139.698,1.99,HARPERCOLLINS PUBLISHERS,34128,FICTION,HISTORICAL,ADULT,WAR,RUSSIA,WORLDWARII,ADVENTURE,NOVELS,,AUDIOBOOK
436,HOLLOW CITY,2014.0,RANSOM RIGGS,1642.65,985.59,6.99,PENGUIN GROUP  USA  LLC,235,FICTION,MYSTERY,FANTASY,YOUNG ADULT,PARANORMAL,HISTORICAL,HORROR,TIMETRAVEL,ADVENTURE,SUPERNATURAL
437,FLIGHT BEHAVIOR,2012.0,BARBARA KINGSOLVER,109.89,65.934,0.99,AMAZON DIGITAL SERVICES   INC ,4360,FICTION,LITERARY FICTION,ADULT,ENVIRONMENT,CONTEMPORARY,CLIMATECHANGE,NATURE,BOOKCLUB,NOVELS,AUDIOBOOK
438,WOLVES OF THE CALLA,2003.0,STEPHEN KING  BERNIE WRIGHTSON,603.98,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,5454,FICTION,HORROR,FANTASY,SCIENCE FICTION,WESTERNS,ADVENTURE,EPIC,NOVELS,,AUDIOBOOK
439,THE GOOD GIRL,2014.0,MARY KUBICA,2620.72,1572.432,7.99,RANDOM HOUSE LLC,328,FICTION,MYSTERY,ADULT,THRILLER,MYSTERY THRILLER,SUSPENSE,CRIME,CONTEMPORARY,PSYCHOLOGICALTHRILLER,AUDIOBOOK
440,BORN STANDING UP  A COMIC S LIFE,2007.0,STEVE MARTIN,107.91,64.746,0.99,AMAZON DIGITAL SERVICES   INC ,4280,NONFICTION,BIOGRAPHY,ADULT,MEMOIR,HUMOR,COMEDY,AUTOBIOGRAPHY,BIOGRAPHYMEMOIR,COMEDIAN,AUDIOBOOK
441,SONG OF SUSANNAH,2004.0,STEPHEN KING  DARREL ANDERSON,469.43,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4239,FICTION,HORROR,FANTASY,SCIENCE FICTION,ADVENTURE,WESTERNS,NOVELS,EPICFANTASY,,AUDIOBOOK
442,CROSSED,2011.0,ALLY CONDIE,841.5,504.9,0.99,AMAZON DIGITAL SERVICES   INC ,850,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,TEEN,ADVENTURE,POSTAPOCALYPTIC,AUDIOBOOK
443,THE FORGOTTEN GARDEN,2008.0,KATE MORTON,4907.7,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,1230,FICTION,ROMANCE,ADULT,HISTORICAL,MYSTERY,AUSTRALIA,BRITISH LITERATURE,BOOKCLUB,,
444,BEAUTIFUL DARKNESS,2010.0,KAMI GARCIA  MARGARET STOHL,260.69,156.414,1.99,HARPERCOLLINS PUBLISHERS,49248,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,MAGIC,SUPERNATURAL,WITCHES,URBAN,
445,THE LANGUAGE OF FLOWERS,2011.0,VANESSA DIFFENBAUGH,1964.16,1178.496,0.99,AMAZON DIGITAL SERVICES   INC ,1984,FICTION,ROMANCE,ADULT,CONTEMPORARY,BOOKCLUB,CHICKLIT,REALISTIC,NOVELS,,AUDIOBOOK
446,DARKFEVER,2006.0,KAREN MARIE MONING,1618.8,971.28,10.65,PENGUIN GROUP  USA  LLC,4104,FICTION,ROMANCE,ADULT,FANTASY,URBAN,PARANORMAL,FAE,SUPERNATURAL,VAMPIRES,
447,MAYBE SOMEDAY,2014.0,COLLEEN HOOVER,969.86,581.916,6.83,RANDOM HOUSE LLC,61128,FICTION,ROMANCE,YOUNG ADULT,NEWADULT,CONTEMPORARY,MUSIC,CHICKLIT,COLLEGE,,AUDIOBOOK
448,THE DARK HALF,1989.0,STEPHEN KING,550.16,330.096,2.99,MACMILLAN,4968,FICTION,MYSTERY,FANTASY,HORROR,THRILLER,SUPERNATURAL,SUSPENSE,PARANORMAL,NOVELS,AUDIOBOOK
449,SMILE,2009.0,RAINA TELGEMEIER,2618.07,1570.842,9.59,HARPERCOLLINS PUBLISHERS,273,FICTION,CHILDRENS,YOUNG ADULT,GRAPHICNOVELS,MIDDLE GRADE,COMICS,REALISTIC,CONTEMPORARY,HUMOR,COMING OF AGE
450,GARDENS OF THE MOON,1999.0,STEVEN ERIKSON,430.92,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,108,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,EPIC,DARKFANTASY,MAGIC,YOUNG ADULT
451,THE AMULET OF SAMARKAND,2003.0,JONATHAN STROUD,127.71,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,47736,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MAGIC,MIDDLE GRADE,ADVENTURE,URBAN,,AUDIOBOOK
452,ACROSS THE UNIVERSE,2011.0,BETH REVIS,462.84,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,29376,FICTION,ROMANCE,FANTASY,YOUNG ADULT,SCIENCE FICTION,DYSTOPIA,MYSTERY,SPACE,TEEN,ADVENTURE
453,RINGWORLD,1970.0,LARRY NIVEN,117.81,70.686,0.99,AMAZON DIGITAL SERVICES   INC ,40176,FICTION,SCIENCE FICTION,FANTASY,CLASSICS,SPACEOPERA,SPACE,HUGOAWARDS,ADVENTURE,,AUDIOBOOK
454,THE BLADE ITSELF,2006.0,JOE ABERCROMBIE,1717.85,1030.71,7.99,RANDOM HOUSE LLC,5805,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,DARKFANTASY,ADVENTURE,MAGIC,AUDIOBOOK
455,THE QUEEN OF THE DAMNED,1988.0,ANNE RICE,223.74,134.244,0.99,AMAZON DIGITAL SERVICES   INC ,6102,FICTION,HORROR,ADULT,FANTASY,VAMPIRES,PARANORMAL,SUPERNATURAL,URBAN,GOTHIC,SCIENCE FICTION
456,TELL NO ONE,2001.0,HARLAN COBEN,394.68,236.808,2.99,AMAZON DIGITAL SERVICES   INC ,50976,FICTION,MYSTERY,ADULT,THRILLER,MYSTERY THRILLER,CRIME,SUSPENSE,CONTEMPORARY,NOVELS,AUDIOBOOK
457,ALONG FOR THE RIDE,2009.0,SARAH DESSEN,9412.15,5647.29,11.99,PENGUIN GROUP  USA  LLC,785,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,CHICKLIT,REALISTIC,TEEN,COMING OF AGE,,
458,A PAINTED HOUSE,2001.0,JOHN GRISHAM,105.93,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,107,FICTION,MYSTERY,ADULT,HISTORICAL,THRILLER,SUSPENSE,NOVELS,DRAMA,COMING OF AGE,
459,CHILDREN OF THE MIND,1996.0,ORSON SCOTT CARD,1022.21,613.326,8.59,AMAZON DIGITAL SERVICES   INC ,36936,FICTION,SCIENCE FICTION,FANTASY,YOUNG ADULT,SPACE,NOVELS,ALIENS,SPECULATIVEFICTION,,AUDIOBOOK
460,A SWIFTLY TILTING PLANET,1978.0,MADELEINE L ENGLE,322.92,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,108,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,SCIENCE FICTION,CLASSICS,MIDDLE GRADE,TIMETRAVEL,ADVENTURE,
461,WINTERGIRLS,2009.0,LAURIE HALSE ANDERSON,352.82,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,34992,FICTION,CONTEMPORARY,YOUNG ADULT,MENTALHEALTH,REALISTIC,MENTALILLNESS,TEEN,DEATH,HIGHSCHOOL,
462,ONE SHOT,2005.0,LEE CHILD,340.86,204.516,2.99,SIMON AND SCHUSTER DIGITAL SALES INC,2889,FICTION,MYSTERY,ADVENTURE,THRILLER,CRIME,SUSPENSE,ACTION,MYSTERY THRILLER,DETECTIVE,AUDIOBOOK
463,ELANTRIS,2005.0,BRANDON SANDERSON,314.42,188.652,1.99,SIMON AND SCHUSTER DIGITAL SALES INC,4266,FICTION,ROMANCE,ADULT,FANTASY,HIGH,EPICFANTASY,MAGIC,SCIENCE FICTION,,AUDIOBOOK
464,TO ALL THE BOYS I VE LOVED BEFORE,2014.0,JENNY HAN,598.99,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,301,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,CHICKLIT,REALISTIC,HIGHSCHOOL,,,AUDIOBOOK
465,CAREER OF EVIL,2015.0,ROBERT GALBRAITH  J K  ROWLING,1167.32,700.392,7.58,PENGUIN GROUP  USA  LLC,4158,FICTION,MYSTERY,ADULT,CRIME,THRILLER,MYSTERY THRILLER,DETECTIVE,CONTEMPORARY,SUSPENSE,AUDIOBOOK
466,THE ORPHAN MASTER S SON,2012.0,ADAM JOHNSON,108.9,65.34,0.99,MACMILLAN,4320,FICTION,LITERARY FICTION,CONTEMPORARY,HISTORICAL,ASIA,LITERATURE,NOVELS,BOOKCLUB,,AUDIOBOOK
467,THE TENTH CIRCLE,2006.0,JODI PICOULT,3955.6,2373.36,17.98,AMAZON DIGITAL SERVICES   INC ,5940,FICTION,MYSTERY,ADULT,CONTEMPORARY,CHICKLIT,DRAMA,REALISTIC,NOVELS,YOUNG ADULT,
468,WHY NOT ME ,2015.0,MINDY KALING,1598.4,959.04,9.99,RANDOM HOUSE LLC,4320,NONFICTION,BIOGRAPHY,ADULT,MEMOIR,HUMOR,COMEDY,ESSAYS,BIOGRAPHYMEMOIR,AUTOBIOGRAPHY,AUDIOBOOK
469,LIFE  THE UNIVERSE AND EVERYTHING,1982.0,DOUGLAS ADAMS,2593.67,1556.202,5.99,HACHETTE BOOK GROUP,433,FICTION,SCIENCE FICTION,FANTASY,HUMOR,COMEDY,CLASSICS,ADVENTURE,NOVELS,,AUDIOBOOK
470,UNEARTHLY,2011.0,CYNTHIA HAND,232.83,139.698,1.99,HACHETTE BOOK GROUP,31968,FICTION,ROMANCE,FANTASY,YOUNG ADULT,ANGELS,PARANORMAL,SUPERNATURAL,URBAN,,
471,THE CAMEL CLUB,2005.0,DAVID BALDACCI,139.32,83.592,1.29,AMAZON DIGITAL SERVICES   INC ,108,FICTION,MYSTERY,ADVENTURE,THRILLER,SUSPENSE,CRIME,MYSTERY THRILLER,ACTION,ESPIONAGE,AUDIOBOOK
472,THE UNBECOMING OF MARA DYER,2011.0,MICHELLE HODKIN,1879.29,1127.574,10.99,MACMILLAN,4617,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,MYSTERY,SUPERNATURAL,HORROR,CONTEMPORARY,THRILLER
473,THE PARTNER,1997.0,JOHN GRISHAM,746.13,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,5049,FICTION,MYSTERY,ADULT,THRILLER,LEGALTHRILLER,CRIME,SUSPENSE,MYSTERY THRILLER,LAW,NOVELS
